classname,youtube_id,subset,start,end,label
Breakdancing,XvVgzwtgNqI,training,145.5,147.5,1
Breakdancing,XvVgzwtgNqI,training,95.0,97.0,1
Breakdancing,XvVgzwtgNqI,training,175.5,177.5,1
Breakdancing,qr_lJ3Y4dr0,training,11.0,13.0,1
Breakdancing,qr_lJ3Y4dr0,training,143.0,145.0,-1
Breakdancing,qr_lJ3Y4dr0,training,47.5,49.5,1
Breakdancing,qr_lJ3Y4dr0,training,152.0,154.0,1
Breakdancing,E-1Rbos2gPA,training,156.5,158.5,1
Breakdancing,E-1Rbos2gPA,training,10.5,12.5,1
Breakdancing,E-1Rbos2gPA,training,163.0,165.0,-1
Breakdancing,E-1Rbos2gPA,training,135.5,137.5,1
Breakdancing,gJOOOLn6VfE,training,69.0,71.0,1
Breakdancing,gJOOOLn6VfE,training,75.0,77.0,1
Breakdancing,gJOOOLn6VfE,training,90.0,92.0,1
Breakdancing,gJOOOLn6VfE,training,62.5,64.5,1
Breakdancing,TDseQ2JrpZg,training,131.0,133.0,1
Breakdancing,TDseQ2JrpZg,training,35.0,37.0,1
Breakdancing,TDseQ2JrpZg,training,67.5,69.5,1
Breakdancing,TDseQ2JrpZg,training,101.0,103.0,1
Breakdancing,9CnzLVAqBIk,training,237.5,239.5,1
Breakdancing,9CnzLVAqBIk,training,180.0,182.0,1
Breakdancing,9CnzLVAqBIk,training,208.0,210.0,1
Breakdancing,9CnzLVAqBIk,training,162.0,164.0,1
Breakdancing,8GPFt9e8i9c,training,152.5,154.5,-1
Breakdancing,8GPFt9e8i9c,training,103.0,105.0,1
Breakdancing,8GPFt9e8i9c,training,11.5,13.5,1
Breakdancing,8GPFt9e8i9c,training,162.5,164.5,1
Breakdancing,sU0BuMOSI4U,training,139.5,141.5,1
Breakdancing,sU0BuMOSI4U,training,184.5,186.5,1
Breakdancing,sU0BuMOSI4U,training,143.0,145.0,1
Breakdancing,sU0BuMOSI4U,training,118.5,120.5,1
Breakdancing,XAQ_KpD4zcc,training,3.0,5.0,-1
Breakdancing,XAQ_KpD4zcc,training,12.0,14.0,1
Breakdancing,XAQ_KpD4zcc,training,68.5,70.5,-1
Breakdancing,XAQ_KpD4zcc,training,55.0,57.0,1
Breakdancing,tKqKOtDpLlM,training,87.5,89.5,1
Breakdancing,tKqKOtDpLlM,training,16.0,18.0,1
Breakdancing,tKqKOtDpLlM,training,6.0,8.0,-1
Breakdancing,tKqKOtDpLlM,training,12.5,14.5,1
Breakdancing,pwrh-bm4_ew,training,53.5,55.5,1
Breakdancing,pwrh-bm4_ew,training,15.0,17.0,1
Breakdancing,pwrh-bm4_ew,training,26.0,28.0,1
Breakdancing,pwrh-bm4_ew,training,28.5,30.5,1
Breakdancing,EivKznvK3Bg,training,3.0,5.0,1
Breakdancing,EivKznvK3Bg,training,68.5,70.5,1
Breakdancing,EivKznvK3Bg,training,10.5,12.5,1
Breakdancing,EivKznvK3Bg,training,32.5,34.5,1
Breakdancing,xxQ-cBNIX_g,training,7.5,9.5,1
Breakdancing,xxQ-cBNIX_g,training,21.0,23.0,1
Breakdancing,xxQ-cBNIX_g,training,10.0,12.0,1
Breakdancing,xxQ-cBNIX_g,training,17.0,19.0,1
Breakdancing,aqOMjIu27bs,training,130.0,132.0,-1
Breakdancing,aqOMjIu27bs,training,82.0,84.0,-1
Breakdancing,aqOMjIu27bs,training,36.0,38.0,-1
Breakdancing,aqOMjIu27bs,training,42.0,44.0,-1
Breakdancing,mWF_Wc88-Xg,training,204.0,206.0,-1
Breakdancing,mWF_Wc88-Xg,training,224.5,226.5,-1
Breakdancing,mWF_Wc88-Xg,training,173.0,175.0,1
Breakdancing,mWF_Wc88-Xg,training,181.5,183.5,1
Breakdancing,FGiG47yG2KE,training,20.0,22.0,-1
Breakdancing,FGiG47yG2KE,training,11.5,13.5,1
Breakdancing,FGiG47yG2KE,training,90.0,92.0,1
Breakdancing,FGiG47yG2KE,training,68.5,70.5,1
Breakdancing,uBXur94u34g,training,84.5,86.5,1
Breakdancing,uBXur94u34g,training,14.5,16.5,1
Breakdancing,uBXur94u34g,training,10.0,12.0,1
Breakdancing,uBXur94u34g,training,55.0,57.0,1
Breakdancing,aEVBiir9ak4,training,27.0,29.0,-1
Breakdancing,aEVBiir9ak4,training,20.5,22.5,-1
Breakdancing,aEVBiir9ak4,training,40.0,42.0,-1
Breakdancing,aEVBiir9ak4,training,34.5,36.5,-1
Breakdancing,TgHgEGx_ogA,training,102.5,104.5,1
Breakdancing,TgHgEGx_ogA,training,146.5,148.5,1
Breakdancing,TgHgEGx_ogA,training,158.5,160.5,1
Breakdancing,TgHgEGx_ogA,training,48.5,50.5,1
Breakdancing,5P-TXxoWTSE,training,112.5,114.5,-1
Breakdancing,5P-TXxoWTSE,training,60.5,62.5,-1
Breakdancing,5P-TXxoWTSE,training,156.0,158.0,-1
Breakdancing,5P-TXxoWTSE,training,69.0,71.0,-1
Breakdancing,MYCtJRS5r_M,training,80.0,82.0,-1
Breakdancing,MYCtJRS5r_M,training,38.5,40.5,-1
Breakdancing,MYCtJRS5r_M,training,19.0,21.0,-1
Breakdancing,MYCtJRS5r_M,training,54.0,56.0,-1
Breakdancing,Af8s5XIgY_c,training,73.5,75.5,-1
Breakdancing,Af8s5XIgY_c,training,23.5,25.5,-1
Breakdancing,Af8s5XIgY_c,training,169.5,171.5,-1
Breakdancing,Af8s5XIgY_c,training,50.5,52.5,-1
Breakdancing,FuDSMc0d1so,training,91.0,93.0,1
Breakdancing,FuDSMc0d1so,training,83.0,85.0,1
Breakdancing,FuDSMc0d1so,training,84.5,86.5,1
Breakdancing,FuDSMc0d1so,training,89.5,91.5,1
Breakdancing,OyJGn-l1MhI,training,31.5,33.5,1
Breakdancing,OyJGn-l1MhI,training,26.0,28.0,1
Breakdancing,OyJGn-l1MhI,training,41.0,43.0,1
Breakdancing,OyJGn-l1MhI,training,7.5,9.5,1
Breakdancing,m_EKtl7r1Uc,training,52.5,54.5,1
Breakdancing,m_EKtl7r1Uc,training,29.5,31.5,1
Breakdancing,m_EKtl7r1Uc,training,25.0,27.0,1
Breakdancing,m_EKtl7r1Uc,training,63.0,65.0,1
Breakdancing,VzbXE4ITlmE,training,57.0,59.0,-1
Breakdancing,VzbXE4ITlmE,training,28.5,30.5,-1
Breakdancing,VzbXE4ITlmE,training,88.5,90.5,-1
Breakdancing,VzbXE4ITlmE,training,36.0,38.0,-1
Breakdancing,fcEblJ2OW7U,training,93.5,95.5,1
Breakdancing,fcEblJ2OW7U,training,233.5,235.5,1
Breakdancing,fcEblJ2OW7U,training,4.5,6.5,1
Breakdancing,fcEblJ2OW7U,training,113.5,115.5,1
Breakdancing,EA7PBuYcO48,training,86.5,88.5,-1
Breakdancing,EA7PBuYcO48,training,182.0,184.0,-1
Breakdancing,EA7PBuYcO48,training,99.0,101.0,-1
Breakdancing,EA7PBuYcO48,training,169.0,171.0,-1
Breakdancing,Jg2-XQNRb7k,training,34.5,36.5,1
Breakdancing,Jg2-XQNRb7k,training,50.5,52.5,1
Breakdancing,Jg2-XQNRb7k,training,12.0,14.0,1
Breakdancing,Jg2-XQNRb7k,training,26.0,28.0,1
Breakdancing,DozmuyQkJT8,training,54.0,56.0,1
Breakdancing,DozmuyQkJT8,training,74.0,76.0,1
Breakdancing,DozmuyQkJT8,training,60.0,62.0,1
Breakdancing,DozmuyQkJT8,training,4.5,6.5,1
Breakdancing,LlJ8xVRZZ3w,training,68.0,70.0,-1
Breakdancing,LlJ8xVRZZ3w,training,107.0,109.0,-1
Breakdancing,LlJ8xVRZZ3w,training,154.5,156.5,-1
Breakdancing,LlJ8xVRZZ3w,training,151.0,153.0,-1
Breakdancing,YMQ348tC6BE,training,54.0,56.0,1
Breakdancing,YMQ348tC6BE,training,139.5,141.5,-1
Breakdancing,YMQ348tC6BE,training,32.5,34.5,1
Breakdancing,YMQ348tC6BE,training,7.0,9.0,-1
Breakdancing,Vi8OJWDJKmM,training,79.5,81.5,1
Breakdancing,Vi8OJWDJKmM,training,3.5,5.5,1
Breakdancing,Vi8OJWDJKmM,training,0.5,2.5,1
Breakdancing,Vi8OJWDJKmM,training,9.5,11.5,1
Breakdancing,kl6H5NTDu2M,training,50.5,52.5,1
Breakdancing,kl6H5NTDu2M,training,38.0,40.0,1
Breakdancing,kl6H5NTDu2M,training,31.0,33.0,1
Breakdancing,kl6H5NTDu2M,training,27.0,29.0,1
Breakdancing,0CRYjSzwYpQ,training,93.0,95.0,-1
Breakdancing,0CRYjSzwYpQ,training,73.0,75.0,-1
Breakdancing,0CRYjSzwYpQ,training,136.0,138.0,-1
Breakdancing,0CRYjSzwYpQ,training,55.0,57.0,-1
Breakdancing,pE0-u73cu7o,training,7.0,9.0,1
Breakdancing,pE0-u73cu7o,training,25.0,27.0,1
Breakdancing,pE0-u73cu7o,training,4.0,6.0,1
Breakdancing,pE0-u73cu7o,training,61.0,63.0,1
Breakdancing,0wldHVpMmO0,training,98.5,100.5,1
Breakdancing,0wldHVpMmO0,training,25.0,27.0,1
Breakdancing,0wldHVpMmO0,training,51.0,53.0,1
Breakdancing,0wldHVpMmO0,training,169.0,171.0,-1
Breakdancing,K296GsN5s6Y,training,10.5,12.5,-1
Breakdancing,K296GsN5s6Y,training,3.0,5.0,-1
Breakdancing,K296GsN5s6Y,training,5.0,7.0,-1
Breakdancing,K296GsN5s6Y,training,7.0,9.0,-1
Breakdancing,7Ewu03G6krs,training,48.5,50.5,-1
Breakdancing,7Ewu03G6krs,training,100.0,102.0,-1
Breakdancing,7Ewu03G6krs,training,122.0,124.0,-1
Breakdancing,7Ewu03G6krs,training,69.5,71.5,-1
Breakdancing,5vsHx_bbWt8,training,48.0,50.0,1
Breakdancing,5vsHx_bbWt8,training,139.0,141.0,-1
Breakdancing,5vsHx_bbWt8,training,25.0,27.0,1
Breakdancing,5vsHx_bbWt8,training,16.5,18.5,1
Breakdancing,JH_f49EK7l4,training,126.0,128.0,1
Breakdancing,JH_f49EK7l4,training,59.0,61.0,1
Breakdancing,JH_f49EK7l4,training,93.5,95.5,1
Breakdancing,JH_f49EK7l4,training,114.5,116.5,1
Breakdancing,OWh3xFbhl58,training,70.5,72.5,1
Breakdancing,OWh3xFbhl58,training,120.5,122.5,1
Breakdancing,OWh3xFbhl58,training,69.0,71.0,1
Breakdancing,OWh3xFbhl58,training,96.0,98.0,1
Breakdancing,Mp7A_KxxdWg,training,1.0,3.0,1
Breakdancing,Mp7A_KxxdWg,training,50.0,52.0,1
Breakdancing,Mp7A_KxxdWg,training,41.0,43.0,1
Breakdancing,Mp7A_KxxdWg,training,33.0,35.0,1
Breakdancing,3EPvLOvYYv4,training,64.5,66.5,1
Breakdancing,3EPvLOvYYv4,training,13.0,15.0,-1
Breakdancing,3EPvLOvYYv4,training,30.0,32.0,1
Breakdancing,3EPvLOvYYv4,training,26.5,28.5,1
Breakdancing,urbMTSsPRwU,training,14.0,16.0,1
Breakdancing,urbMTSsPRwU,training,10.5,12.5,1
Breakdancing,urbMTSsPRwU,training,54.0,56.0,1
Breakdancing,urbMTSsPRwU,training,8.0,10.0,1
Breakdancing,wclJZgH8DS0,training,88.5,90.5,1
Breakdancing,wclJZgH8DS0,training,44.5,46.5,1
Breakdancing,wclJZgH8DS0,training,30.5,32.5,1
Breakdancing,wclJZgH8DS0,training,96.0,98.0,1
Breakdancing,ZrcO3aaLMZU,training,120.0,122.0,-1
Breakdancing,ZrcO3aaLMZU,training,40.0,42.0,1
Breakdancing,ZrcO3aaLMZU,training,32.5,34.5,1
Breakdancing,ZrcO3aaLMZU,training,48.5,50.5,1
Breakdancing,1EfJmQnG_-A,training,167.5,169.5,1
Breakdancing,1EfJmQnG_-A,training,161.0,163.0,1
Breakdancing,1EfJmQnG_-A,training,175.5,177.5,1
Breakdancing,1EfJmQnG_-A,training,164.0,166.0,1
Breakdancing,f8Y7__SyZqs,training,73.5,75.5,1
Breakdancing,f8Y7__SyZqs,training,1.5,3.5,1
Breakdancing,f8Y7__SyZqs,training,81.5,83.5,1
Breakdancing,f8Y7__SyZqs,training,18.5,20.5,1
Breakdancing,KseSdt47Q2I,training,30.5,32.5,1
Breakdancing,KseSdt47Q2I,training,17.5,19.5,1
Breakdancing,KseSdt47Q2I,training,61.0,63.0,1
Breakdancing,KseSdt47Q2I,training,23.0,25.0,1
Breakdancing,KX7fTLxeOWw,training,60.0,62.0,1
Breakdancing,KX7fTLxeOWw,training,146.0,148.0,1
Breakdancing,KX7fTLxeOWw,training,21.0,23.0,-1
Breakdancing,KX7fTLxeOWw,training,180.5,182.5,1
Breakdancing,B3nnbwi6H_Y,training,50.5,52.5,1
Breakdancing,B3nnbwi6H_Y,training,32.5,34.5,1
Breakdancing,B3nnbwi6H_Y,training,40.5,42.5,1
Breakdancing,B3nnbwi6H_Y,training,46.0,48.0,1
Breakdancing,cJAWZQp0ALU,training,182.0,184.0,1
Breakdancing,cJAWZQp0ALU,training,97.0,99.0,1
Breakdancing,cJAWZQp0ALU,training,76.0,78.0,1
Breakdancing,cJAWZQp0ALU,training,47.5,49.5,1
Breakdancing,rjqm52KOFzo,training,161.0,163.0,1
Breakdancing,rjqm52KOFzo,training,68.5,70.5,1
Breakdancing,rjqm52KOFzo,training,188.0,190.0,1
Breakdancing,rjqm52KOFzo,training,195.0,197.0,-1
Breakdancing,hea8d3wjCT8,training,110.5,112.5,1
Breakdancing,hea8d3wjCT8,training,29.0,31.0,1
Breakdancing,hea8d3wjCT8,training,118.5,120.5,1
Breakdancing,hea8d3wjCT8,training,121.5,123.5,1
Breakdancing,LAT39XlDGdc,training,163.5,165.5,1
Breakdancing,LAT39XlDGdc,training,136.5,138.5,-1
Breakdancing,LAT39XlDGdc,training,47.5,49.5,-1
Breakdancing,LAT39XlDGdc,training,75.0,77.0,-1
Breakdancing,Losck3PEIwQ,training,144.0,146.0,1
Breakdancing,Losck3PEIwQ,training,165.5,167.5,1
Breakdancing,Losck3PEIwQ,training,86.0,88.0,1
Breakdancing,Losck3PEIwQ,training,124.5,126.5,1
Breakdancing,EPzVk-Zff84,training,75.0,77.0,1
Breakdancing,EPzVk-Zff84,training,40.0,42.0,1
Breakdancing,EPzVk-Zff84,training,64.5,66.5,1
Breakdancing,EPzVk-Zff84,training,29.0,31.0,1
Breakdancing,nYt8oZESWwQ,training,67.5,69.5,1
Breakdancing,nYt8oZESWwQ,training,49.0,51.0,-1
Breakdancing,nYt8oZESWwQ,training,92.0,94.0,1
Breakdancing,nYt8oZESWwQ,training,20.0,22.0,-1
Breakdancing,0tjVX9cqOr0,training,0.5,2.5,-1
Breakdancing,0tjVX9cqOr0,training,189.0,191.0,-1
Breakdancing,0tjVX9cqOr0,training,88.0,90.0,1
Breakdancing,0tjVX9cqOr0,training,101.0,103.0,1
Breakdancing,el-5nj_RZ_4,training,48.5,50.5,1
Breakdancing,el-5nj_RZ_4,training,66.5,68.5,1
Breakdancing,el-5nj_RZ_4,training,68.5,70.5,1
Breakdancing,el-5nj_RZ_4,training,56.0,58.0,1
Breakdancing,gyQbSOCeTkA,training,24.0,26.0,1
Breakdancing,gyQbSOCeTkA,training,184.5,186.5,-1
Breakdancing,gyQbSOCeTkA,training,76.0,78.0,1
Breakdancing,gyQbSOCeTkA,training,46.0,48.0,1
Breakdancing,IKqV7DB8Iwg,training,196.5,198.5,1
Breakdancing,IKqV7DB8Iwg,training,48.5,50.5,1
Breakdancing,IKqV7DB8Iwg,training,61.5,63.5,1
Breakdancing,IKqV7DB8Iwg,training,110.0,112.0,1
Breakdancing,mNSVArnv-OY,training,99.5,101.5,1
Breakdancing,mNSVArnv-OY,training,118.5,120.5,1
Breakdancing,mNSVArnv-OY,training,83.0,85.0,1
Breakdancing,mNSVArnv-OY,training,128.0,130.0,1
Breakdancing,JaiY0-MLBZE,training,60.0,62.0,1
Breakdancing,JaiY0-MLBZE,training,68.5,70.5,-1
Breakdancing,JaiY0-MLBZE,training,49.0,51.0,1
Breakdancing,JaiY0-MLBZE,training,40.5,42.5,-1
Breakdancing,BL1GgqbQSJc,training,74.0,76.0,1
Breakdancing,BL1GgqbQSJc,training,49.0,51.0,1
Breakdancing,BL1GgqbQSJc,training,65.5,67.5,1
Breakdancing,BL1GgqbQSJc,training,123.0,125.0,1
Breakdancing,ghrAetG1MWE,training,137.5,139.5,1
Breakdancing,ghrAetG1MWE,training,49.0,51.0,1
Breakdancing,ghrAetG1MWE,training,113.5,115.5,1
Breakdancing,ghrAetG1MWE,training,83.0,85.0,1
Breakdancing,5eLzr_Xm7Q4,training,21.0,23.0,-1
Breakdancing,5eLzr_Xm7Q4,training,34.0,36.0,-1
Breakdancing,5eLzr_Xm7Q4,training,17.0,19.0,-1
Breakdancing,5eLzr_Xm7Q4,training,159.5,161.5,1
Breakdancing,74WxtCQlkX0,training,92.0,94.0,-1
Breakdancing,74WxtCQlkX0,training,131.0,133.0,-1
Breakdancing,74WxtCQlkX0,training,160.5,162.5,-1
Breakdancing,74WxtCQlkX0,training,60.0,62.0,-1
Breakdancing,ju2sBYOS61g,training,17.5,19.5,1
Breakdancing,ju2sBYOS61g,training,38.0,40.0,-1
Breakdancing,ju2sBYOS61g,training,5.5,7.5,1
Breakdancing,ju2sBYOS61g,training,28.5,30.5,1
Breakdancing,UHmv6dC58kY,training,71.0,73.0,1
Breakdancing,UHmv6dC58kY,training,12.0,14.0,1
Breakdancing,UHmv6dC58kY,training,23.5,25.5,1
Breakdancing,UHmv6dC58kY,training,40.5,42.5,1
Breakdancing,j-KfpygDGKQ,training,36.5,38.5,1
Breakdancing,j-KfpygDGKQ,training,20.5,22.5,1
Breakdancing,j-KfpygDGKQ,training,9.5,11.5,1
Breakdancing,j-KfpygDGKQ,training,26.0,28.0,1
Breakdancing,z-xorDW_kys,training,54.0,56.0,-1
Breakdancing,z-xorDW_kys,training,133.0,135.0,-1
Breakdancing,z-xorDW_kys,training,196.0,198.0,-1
Breakdancing,z-xorDW_kys,training,113.0,115.0,-1
Breakdancing,lqJrxqLcVbQ,training,117.5,119.5,-1
Breakdancing,lqJrxqLcVbQ,training,74.5,76.5,-1
Breakdancing,lqJrxqLcVbQ,training,89.5,91.5,-1
Breakdancing,lqJrxqLcVbQ,training,112.5,114.5,-1
Breakdancing,aHDenTUB0-8,training,21.5,23.5,1
Breakdancing,aHDenTUB0-8,training,26.5,28.5,1
Breakdancing,aHDenTUB0-8,training,54.0,56.0,-1
Breakdancing,aHDenTUB0-8,training,9.0,11.0,1
Breakdancing,E21bDf1qf_I,training,31.0,33.0,-1
Breakdancing,E21bDf1qf_I,training,73.5,75.5,1
Breakdancing,E21bDf1qf_I,training,59.5,61.5,1
Breakdancing,E21bDf1qf_I,training,57.0,59.0,1
Breakdancing,o-uB2VZj1t4,training,122.0,124.0,1
Breakdancing,o-uB2VZj1t4,training,14.0,16.0,1
Breakdancing,o-uB2VZj1t4,training,92.5,94.5,1
Breakdancing,o-uB2VZj1t4,training,58.0,60.0,1
Breakdancing,oySCy-YQRag,training,46.5,48.5,1
Breakdancing,oySCy-YQRag,training,44.5,46.5,1
Breakdancing,oySCy-YQRag,training,107.0,109.0,1
Breakdancing,oySCy-YQRag,training,38.0,40.0,1
Breakdancing,TITD-NaCjBY,training,78.0,80.0,1
Breakdancing,TITD-NaCjBY,training,11.5,13.5,1
Breakdancing,TITD-NaCjBY,training,27.0,29.0,1
Breakdancing,TITD-NaCjBY,training,51.5,53.5,1
Breakdancing,6LUFaMaH_PE,training,1.5,3.5,1
Breakdancing,6LUFaMaH_PE,training,9.0,11.0,1
Breakdancing,6LUFaMaH_PE,training,55.0,57.0,1
Breakdancing,6LUFaMaH_PE,training,38.0,40.0,1
Breakdancing,IriLEB8OtY4,training,145.5,147.5,-1
Breakdancing,IriLEB8OtY4,training,150.5,152.5,1
Breakdancing,IriLEB8OtY4,training,134.0,136.0,1
Breakdancing,IriLEB8OtY4,training,105.0,107.0,1
Breakdancing,TmcWvlQdQbE,training,11.0,13.0,-1
Breakdancing,TmcWvlQdQbE,training,15.0,17.0,-1
Breakdancing,TmcWvlQdQbE,training,30.5,32.5,-1
Breakdancing,TmcWvlQdQbE,training,22.5,24.5,-1
Breakdancing,_n-35At9_eY,training,21.0,23.0,1
Breakdancing,_n-35At9_eY,training,16.5,18.5,1
Breakdancing,_n-35At9_eY,training,44.5,46.5,1
Breakdancing,_n-35At9_eY,training,60.0,62.0,1
Breakdancing,QBoXE0TkLfM,training,40.0,42.0,1
Breakdancing,QBoXE0TkLfM,training,27.5,29.5,1
Breakdancing,QBoXE0TkLfM,training,22.0,24.0,1
Breakdancing,QBoXE0TkLfM,training,48.0,50.0,1
Breakdancing,e1bPrpgG4G4,training,56.0,58.0,1
Breakdancing,e1bPrpgG4G4,training,113.0,115.0,1
Breakdancing,e1bPrpgG4G4,training,18.5,20.5,1
Breakdancing,e1bPrpgG4G4,training,94.5,96.5,1
Breakdancing,4TnUePIxP8I,training,72.5,74.5,1
Breakdancing,4TnUePIxP8I,training,196.5,198.5,-1
Breakdancing,4TnUePIxP8I,training,157.0,159.0,1
Breakdancing,4TnUePIxP8I,training,152.5,154.5,1
Breakdancing,m3h7OoaZTsY,training,65.5,67.5,1
Breakdancing,m3h7OoaZTsY,training,43.5,45.5,1
Breakdancing,m3h7OoaZTsY,training,109.5,111.5,1
Breakdancing,m3h7OoaZTsY,training,131.5,133.5,1
Breakdancing,Se4lzkP-6Cw,training,71.0,73.0,1
Breakdancing,Se4lzkP-6Cw,training,132.0,134.0,1
Breakdancing,Se4lzkP-6Cw,training,176.0,178.0,1
Breakdancing,Se4lzkP-6Cw,training,7.0,9.0,1
Breakdancing,JpXcpiOdp4s,training,149.5,151.5,-1
Breakdancing,JpXcpiOdp4s,training,128.0,130.0,-1
Breakdancing,JpXcpiOdp4s,training,98.5,100.5,-1
Breakdancing,JpXcpiOdp4s,training,113.5,115.5,-1
Breakdancing,2Tf6ZMXb6q8,training,66.5,68.5,1
Breakdancing,2Tf6ZMXb6q8,training,54.5,56.5,1
Breakdancing,2Tf6ZMXb6q8,training,61.0,63.0,1
Breakdancing,2Tf6ZMXb6q8,training,70.5,72.5,1
Breakdancing,pT_P8yrufkw,training,67.0,69.0,1
Breakdancing,pT_P8yrufkw,training,109.0,111.0,1
Breakdancing,pT_P8yrufkw,training,131.0,133.0,1
Breakdancing,pT_P8yrufkw,training,60.0,62.0,1
Breakdancing,FOix_mPg8ww,training,58.0,60.0,1
Breakdancing,FOix_mPg8ww,training,66.0,68.0,1
Breakdancing,FOix_mPg8ww,training,126.5,128.5,1
Breakdancing,FOix_mPg8ww,training,78.5,80.5,1
Breakdancing,6W6gJfQBNmQ,training,68.5,70.5,-1
Breakdancing,6W6gJfQBNmQ,training,78.0,80.0,-1
Breakdancing,6W6gJfQBNmQ,training,102.5,104.5,-1
Breakdancing,6W6gJfQBNmQ,training,43.5,45.5,-1
Breakdancing,jGLJuL49zYE,training,82.0,84.0,-1
Breakdancing,jGLJuL49zYE,training,72.5,74.5,-1
Breakdancing,jGLJuL49zYE,training,58.0,60.0,-1
Breakdancing,jGLJuL49zYE,training,47.0,49.0,-1
Breakdancing,5seqIqKLgS8,training,4.0,6.0,1
Breakdancing,5seqIqKLgS8,training,47.5,49.5,1
Breakdancing,5seqIqKLgS8,training,107.0,109.0,1
Breakdancing,5seqIqKLgS8,training,76.0,78.0,1
Breakdancing,VubCbdCUG6A,training,47.0,49.0,1
Breakdancing,VubCbdCUG6A,training,69.0,71.0,1
Breakdancing,VubCbdCUG6A,training,165.0,167.0,1
Breakdancing,VubCbdCUG6A,training,105.5,107.5,1
Breakdancing,Lg5CuGXL9MQ,training,63.0,65.0,1
Breakdancing,Lg5CuGXL9MQ,training,28.0,30.0,1
Breakdancing,Lg5CuGXL9MQ,training,41.5,43.5,1
Breakdancing,Lg5CuGXL9MQ,training,20.5,22.5,1
Breakdancing,bPgsbcyQ6es,training,17.5,19.5,1
Breakdancing,bPgsbcyQ6es,training,166.5,168.5,-1
Breakdancing,bPgsbcyQ6es,training,43.5,45.5,1
Breakdancing,bPgsbcyQ6es,training,112.0,114.0,1
Breakdancing,oNTiFTfybYQ,training,19.0,21.0,1
Breakdancing,oNTiFTfybYQ,training,67.0,69.0,1
Breakdancing,oNTiFTfybYQ,training,86.5,88.5,1
Breakdancing,oNTiFTfybYQ,training,37.0,39.0,1
Breakdancing,sPv0ui8hfY0,training,20.0,22.0,1
Breakdancing,sPv0ui8hfY0,training,71.0,73.0,1
Breakdancing,sPv0ui8hfY0,training,93.5,95.5,1
Breakdancing,sPv0ui8hfY0,training,59.0,61.0,1
Breakdancing,VBeeRvIuSys,training,131.5,133.5,1
Breakdancing,VBeeRvIuSys,training,91.5,93.5,1
Breakdancing,VBeeRvIuSys,training,61.0,63.0,1
Breakdancing,VBeeRvIuSys,training,15.0,17.0,1
Breakdancing,7R9SLdD3eOU,training,161.0,163.0,1
Breakdancing,7R9SLdD3eOU,training,11.0,13.0,1
Breakdancing,7R9SLdD3eOU,training,138.5,140.5,-1
Breakdancing,7R9SLdD3eOU,training,105.5,107.5,1
Breakdancing,ZLJgSX-92cs,training,66.5,68.5,-1
Breakdancing,ZLJgSX-92cs,training,17.0,19.0,-1
Breakdancing,ZLJgSX-92cs,training,45.5,47.5,-1
Breakdancing,ZLJgSX-92cs,training,30.0,32.0,-1
Breakdancing,XwNFt0Av3j4,training,12.5,14.5,1
Breakdancing,XwNFt0Av3j4,training,14.5,16.5,1
Breakdancing,XwNFt0Av3j4,training,16.0,18.0,-1
Breakdancing,XwNFt0Av3j4,training,7.5,9.5,1
Breakdancing,3h-NX-1nbt4,training,24.0,26.0,1
Breakdancing,3h-NX-1nbt4,training,77.0,79.0,1
Breakdancing,3h-NX-1nbt4,training,52.5,54.5,1
Breakdancing,3h-NX-1nbt4,training,78.0,80.0,1
Breakdancing,98sr7TO7t94,training,28.5,30.5,-1
Breakdancing,98sr7TO7t94,training,18.0,20.0,-1
Breakdancing,98sr7TO7t94,training,44.0,46.0,1
Breakdancing,98sr7TO7t94,training,16.5,18.5,-1
Breakdancing,1BhqtXE6cLo,training,46.0,48.0,1
Breakdancing,1BhqtXE6cLo,training,66.5,68.5,1
Breakdancing,1BhqtXE6cLo,training,50.5,52.5,1
Breakdancing,1BhqtXE6cLo,training,41.0,43.0,1
Breakdancing,rog4Ei3nM5c,training,26.0,28.0,1
Breakdancing,rog4Ei3nM5c,training,5.0,7.0,1
Breakdancing,rog4Ei3nM5c,training,149.5,151.5,1
Breakdancing,rog4Ei3nM5c,training,153.5,155.5,1
Breakdancing,UrA87ZSGnNs,training,156.5,158.5,-1
Breakdancing,UrA87ZSGnNs,training,227.5,229.5,1
Breakdancing,UrA87ZSGnNs,training,68.5,70.5,1
Breakdancing,UrA87ZSGnNs,training,39.5,41.5,1
Breakdancing,KTGrD5cw07I,training,8.0,10.0,1
Breakdancing,KTGrD5cw07I,training,79.0,81.0,1
Breakdancing,KTGrD5cw07I,training,64.5,66.5,1
Breakdancing,KTGrD5cw07I,training,94.5,96.5,1
Breakdancing,4ExJ2b10e4g,training,82.5,84.5,1
Breakdancing,4ExJ2b10e4g,training,126.5,128.5,1
Breakdancing,4ExJ2b10e4g,training,107.5,109.5,1
Breakdancing,4ExJ2b10e4g,training,67.5,69.5,1
Breakdancing,W5wJsIG7KcQ,training,52.5,54.5,-1
Breakdancing,W5wJsIG7KcQ,training,133.0,135.0,-1
Breakdancing,W5wJsIG7KcQ,training,80.5,82.5,-1
Breakdancing,W5wJsIG7KcQ,training,34.0,36.0,-1
Breakdancing,lTdJ4PzFbRo,training,62.5,64.5,1
Breakdancing,lTdJ4PzFbRo,training,126.5,128.5,1
Breakdancing,lTdJ4PzFbRo,training,88.0,90.0,1
